rating,renterTripsTaken,reviewCount,location.latitude,location.longitude,owner.id,rate.daily,vehicle.year
5.0,3,2,40.882222,-74.002772,10336220,159,2016
5.0,8,8,40.5625,-74.383282,1491450,130,2019
5.0,37,26,40.775183,-74.013431,11244767,189,2020
4.98,81,65,40.809473,-73.985556,1367019,211,2017
5.0,4,4,40.73137,-74.175602,15147159,71,2013
4.77,74,62,40.843165,-74.277798,6721879,190,2013
4.96,84,75,40.742515,-74.058284,7402845,174,2018
4.98,46,46,40.722782,-74.063896,942342,299,2013
5.0,14,14,40.715514,-74.034981,818641,125,2018
4.92,16,13,40.712234,-74.038663,11347518,156,2017
4.98,53,44,40.812961,-74.116402,2459020,230,2016
5.0,25,22,40.647242,-74.183067,4228659,110,2019
5.0,86,70,40.719531,-74.042048,519772,400,2017
4.93,57,42,40.875166,-74.073924,5125492,498,2015
5.0,1,1,40.669686,-74.228803,1651923,170,2020
4.86,107,96,40.722439,-74.040807,875927,198,2019
4.92,107,87,40.724935,-74.038616,875927,185,2017
4.94,18,17,40.93677,-74.134336,2123567,299,2014
4.8,10,10,40.937482,-74.13382,2123567,229,2016
4.96,130,111,40.719982,-74.041628,519772,275,2014
4.88,113,92,40.722236,-74.040823,875927,193,2018
5.0,9,8,40.740865,-74.058657,3905611,189,2020
4.96,79,75,40.718569,-74.055012,2110510,139,2018
0.0,0,0,40.661672,-74.220657,9980607,80,2015
5.0,2,1,40.750406,-74.220811,5702987,124,2016
4.89,151,128,40.721844,-74.039298,875927,193,2018
4.95,21,19,40.563104,-74.38399,1491450,92,2019
4.92,93,79,40.677695,-74.212357,6434371,100,2017
4.96,76,70,40.718057,-74.054091,2110510,139,2018
5.0,23,19,40.72536,-74.038094,3746853,180,2016
5.0,9,9,40.735479,-74.164266,14986753,50,2009
5.0,11,11,40.682898,-74.371568,14245488,99,2019
4.93,15,15,40.760871,-74.147696,9370336,114,2019
0.0,0,0,40.748843,-74.151848,15739702,200,2020
5.0,51,43,40.928475,-74.115425,1319433,207,2019
4.91,63,53,40.740255,-74.058971,3533385,160,2018
5.0,3,3,40.646182,-74.208478,4781402,110,2019
5.0,36,28,40.72137,-74.038077,9606481,118,2019
5.0,20,20,40.85064,-73.997145,9806507,129,2020
5.0,1,1,40.726161,-74.034206,844760,349,2015
5.0,10,6,40.721513,-74.039847,875927,235,2015
4.98,91,82,40.772287,-74.312274,3885147,129,2015
5.0,8,4,40.928264,-74.115947,1319433,259,2020
4.9,25,20,40.748884,-74.2416,10729807,230,2014
5.0,8,8,40.686319,-74.181409,9767693,269,2019
4.88,47,42,40.720419,-74.042009,519772,225,2019
5.0,39,35,40.85272,-73.998734,9806507,112,2018
4.89,72,55,40.718032,-74.055242,2110510,99,2018
4.0,4,3,40.65039,-74.343311,8040602,200,2009
4.96,57,52,40.399865,-74.356738,4998472,80,2010
5.0,17,15,40.817977,-73.980937,2216742,167,2015
5.0,58,46,40.775442,-74.014279,11244767,166,2018
5.0,4,3,40.429595,-74.391889,2561238,799,2016
4.96,215,193,40.717922,-74.052028,67096,94,2013
4.94,111,103,40.717574,-74.054513,2110510,159,2018
4.96,173,154,40.876527,-74.080621,1260284,99,2018
0.0,2,0,40.928112,-74.115422,1319433,329,2017
0.0,1,0,40.876326,-74.074524,5125492,599,2013
5.0,1,1,40.568634,-74.304506,14303026,288,2018
5.0,64,54,40.928334,-74.1166,1319433,319,2012
5.0,1,1,40.836516,-74.090942,1349160,275,2013
5.0,12,12,40.661677,-74.209089,10428232,80,2015
4.99,92,83,40.717782,-74.032683,4811613,123,2016
5.0,3,3,40.571122,-74.22532,15381172,110,2020
5.0,8,6,40.937814,-74.134274,2123567,349,2014
5.0,39,34,40.450069,-74.382861,8405506,68,2019
5.0,88,74,40.716959,-74.051372,67096,99,2017
4.87,77,71,40.720852,-74.043965,2611541,115,2018
5.0,10,8,40.720102,-74.041749,9450147,80,2015
5.0,8,6,40.928092,-74.115924,1319433,799,2017
4.94,20,18,40.719656,-74.042141,9450147,73,2017
4.97,100,88,40.77217,-74.020647,5895238,91,2015
4.94,147,121,40.719769,-74.041384,519772,225,2018
4.87,63,53,40.399288,-74.356581,4998472,85,2010
0.0,0,0,40.874718,-74.074072,5125492,149,2014
5.0,2,2,40.799416,-74.192181,2781988,149,2020
4.99,158,136,40.718671,-74.039515,9450147,84,2014
5.0,7,6,40.716893,-74.033784,547739,110,2017
4.99,87,78,40.717897,-74.054177,2110510,109,2018
5.0,12,10,40.758141,-74.036711,14838536,76,2013
5.0,1,1,40.805178,-74.015153,15591175,65,2017
5.0,5,4,40.819904,-74.108573,5227587,89,2017
4.99,160,140,40.72253,-74.041955,67096,70,2016
5.0,46,42,40.79351,-74.249238,10452226,69,2019
4.94,85,68,40.717529,-74.054604,2110510,109,2018
4.94,44,35,40.721492,-74.03764,9606481,139,2016
5.0,53,49,40.878541,-74.080884,1260284,250,2017
5.0,7,7,40.87252,-74.09516,15013442,175,2018
5.0,6,5,40.794511,-74.25035,10452226,69,2017
4.89,35,35,40.68945,-74.175331,462368,150,2016
5.0,11,11,40.529814,-74.417586,1556482,70,2016
5.0,12,11,40.71908,-74.04148,9450147,74,2017
5.0,116,107,40.777103,-74.169941,6821835,300,2013
4.8,6,5,40.711886,-74.055807,9292230,74,2018
5.0,100,85,40.735036,-74.029647,1275890,127,2014
4.97,41,36,40.400514,-74.355938,4998472,75,2007
5.0,11,10,40.807609,-73.991427,10514891,101,2016
4.93,112,107,40.718703,-74.054461,2110510,95,2017
5.0,11,11,40.66932,-74.269795,6566502,199,2017
5.0,28,27,40.431423,-74.393076,2561238,175,2018
5.0,16,14,40.936929,-74.135104,2123567,189,2017
4.97,71,63,40.718706,-74.054979,2110510,110,2019
4.79,25,24,40.78861,-74.040241,13369196,96,2014
5.0,44,40,40.80948,-73.985567,1367019,188,2018
0.0,0,0,40.747268,-74.035855,11291649,132,2016
4.99,98,92,40.723069,-74.050722,67096,76,2017
4.71,15,14,40.687769,-74.101143,4881570,155,2019
4.85,60,55,40.720497,-74.039981,875927,148,2019
5.0,4,4,40.715754,-74.343529,9705007,133,2020
5.0,45,41,40.402855,-74.228052,4021066,94,2018
4.9,297,262,40.722024,-74.041458,67096,60,2012
4.79,36,28,40.721494,-74.038855,875927,148,2019
0.0,0,0,40.667465,-74.264587,15381238,112,2014
5.0,43,39,40.720396,-74.04016,875927,150,2019
4.5,7,6,40.450425,-74.382528,8405506,74,2015
5.0,1,1,40.52642,-74.519839,2358826,120,2019
4.97,37,32,40.726419,-74.032993,844760,119,2013
0.0,0,0,40.889957,-74.175383,9266183,80,2018
4.83,64,54,40.724931,-74.039531,875927,142,2018
5.0,29,25,40.874774,-74.074353,5125492,249,2018
4.76,63,59,40.939826,-73.930705,706133,138,2019
4.85,16,13,40.784373,-74.164839,10471342,110,2019
4.92,95,79,40.71871,-74.054424,2110510,89,2018
4.92,16,13,40.726423,-74.033357,844760,217,2008
5.0,1,1,40.922243,-74.3137,15729829,65,2017
5.0,12,9,40.928057,-74.116063,1319433,299,2020
5.0,31,28,40.644713,-74.235281,3644270,83,2015
5.0,14,13,40.665779,-74.226902,8497550,125,2015
0.0,0,0,40.727596,-74.034103,844760,158,2015
4.93,15,14,40.715132,-74.032675,747774,86,2019
5.0,5,5,40.738469,-74.058781,3533385,160,2019
4.98,64,56,40.702664,-74.226453,2421007,85,2019
4.95,54,41,40.72587,-74.040126,7825483,349,2015
4.97,32,30,40.759862,-74.147694,9370336,99,2017
5.0,9,9,40.682067,-74.235619,1527050,545,2020
5.0,45,42,40.778137,-74.170413,6821835,250,2020
4.77,15,13,40.712526,-74.193042,3619049,72,2015
5.0,9,8,40.738539,-74.059061,3533385,78,2014
5.0,6,5,40.793514,-74.250554,10452226,69,2017
4.83,12,12,40.890663,-74.194554,14433354,148,2015
3.67,5,3,40.738874,-74.058996,3533385,140,2013
5.0,48,41,40.721165,-74.049001,67096,77,2016
4.97,40,39,40.733188,-74.037498,323975,320,2015
4.96,23,23,40.795011,-74.249467,10452226,69,2018
4.96,29,24,40.712674,-74.194736,3619049,68,2019
0.0,0,0,40.863378,-73.971533,11231763,148,2020
4.88,7,8,40.794515,-74.250341,10452226,55,2016
4.83,7,6,40.65259,-74.21278,405910,65,2019
5.0,21,19,40.717224,-74.052112,67096,76,2015
5.0,41,37,40.721782,-74.049838,67096,76,2016
4.91,42,35,40.725115,-74.040461,7825483,283,2014
4.95,70,65,40.718634,-74.055106,2110510,79,2018
0.0,0,0,40.790417,-74.198868,14247850,74,2016
4.95,73,65,40.723435,-74.049728,67096,74,2017
5.0,6,5,40.805635,-74.112987,2407657,87,2011
4.56,10,9,40.764846,-74.083234,5139532,165,2018
5.0,16,12,39.924903,-74.076053,10144963,180,2019
0.0,2,0,40.608624,-74.268145,11393646,115,2017
5.0,3,3,40.715631,-74.048753,5019852,49,2018
4.8,60,55,40.718036,-74.054111,2110510,89,2018
5.0,77,74,40.402553,-74.228953,4021066,149,2009
5.0,1,1,40.885092,-74.729873,15617026,200,2020
5.0,17,15,40.722307,-74.049366,67096,74,2017
5.0,12,10,40.717619,-74.051342,67096,76,2017
4.93,16,14,40.798486,-74.219679,9218610,104,2019
0.0,2,0,40.928026,-74.115267,1319433,299,2020
5.0,59,50,40.72266,-74.049965,67096,64,2016
5.0,4,3,40.436944,-74.226266,15396392,95,2014
5.0,5,5,40.797437,-74.219699,9218610,110,2020
4.82,141,129,40.721072,-74.044176,2611541,99,2015
5.0,4,3,40.79563,-74.009308,1495380,72,2016
4.97,90,75,40.718636,-74.054994,2110510,79,2018
4.76,80,66,26.192676,-80.147069,979091,97,2018
4.97,73,63,26.093261,-80.155639,3205604,239,2015
5.0,9,9,26.057866,-80.14421,4881621,99,2014
5.0,4,4,26.085951,-80.136461,10448485,31,2019
4.89,71,63,26.092626,-80.157016,3205604,159,2019
5.0,40,36,26.092287,-80.155706,3205604,169,2019
5.0,4,2,26.088259,-80.13556,10448485,30,2019
5.0,27,25,26.093659,-80.155028,3205604,149,2015
4.9,21,20,26.128281,-80.139722,14409423,78,2017
4.94,37,34,26.091496,-80.16557,10863848,33,2017
5.0,5,5,26.112982,-80.141735,170844,76,2018
0.0,0,0,26.047171,-80.244496,15751256,35,2018
0.0,0,0,26.062892,-80.18528,15334764,46,2018
5.0,18,17,26.23166,-80.09066,14570542,85,2017
4.88,24,24,26.028524,-80.372035,1114907,100,2018
4.86,39,36,26.056874,-80.143447,4881621,65,2018
4.86,17,14,26.092818,-80.156283,3205604,149,2017
4.98,57,50,26.03426,-80.176041,1114907,120,2019
5.0,6,5,25.996223,-80.179977,10485649,133,2017
5.0,40,35,25.985633,-80.248685,5577008,205,2015
5.0,1,1,26.092458,-80.136259,9604745,35,2018
4.75,54,40,26.112543,-80.141092,170844,80,2016
4.84,32,32,26.056675,-80.143739,4881621,63,2018
5.0,28,26,26.057252,-80.143102,4881621,69,2018
5.0,9,8,25.871753,-80.271791,15093807,100,2019
5.0,20,19,26.092811,-80.156248,3205604,149,2016
5.0,2,1,26.086708,-80.137467,10448485,33,2018
5.0,9,8,26.097498,-80.189331,6238619,130,2015
5.0,8,8,26.244941,-80.204053,15174871,40,2019
4.96,125,117,26.121287,-80.142335,4881621,55,2016
5.0,2,2,26.232162,-80.091067,14570542,85,2019
4.0,1,1,25.995753,-80.187193,4881621,109,2015
5.0,13,10,25.979268,-80.120271,11380952,35,2019
5.0,16,10,25.79838,-80.264248,15412307,149,2020
4.99,122,104,26.086112,-80.137223,6779375,45,2019
4.85,21,20,25.768747,-80.190054,7288516,250,2019
4.97,136,131,26.056415,-80.142992,4881621,53,2016
5.0,72,69,25.801303,-80.186844,2325083,419,2010
4.88,166,159,26.057837,-80.144315,4881621,55,2016
0.0,0,0,25.9293,-80.126918,14605428,191,2018
5.0,12,10,25.937364,-80.203711,1252142,46,2018
5.0,17,17,25.976999,-80.180949,2480610,75,2018
5.0,31,28,26.097342,-80.148129,10611736,120,2017
5.0,6,3,26.082726,-80.137804,2447673,55,2015
4.98,42,41,26.036482,-80.252744,9804273,285,2019
5.0,2,1,26.136628,-80.131965,1130154,72,2018
4.96,169,159,26.059289,-80.143877,4881621,55,2016
5.0,17,14,25.91179,-80.152746,10598381,143,2017
4.98,95,84,26.172574,-80.099401,1452432,229,2015
4.96,71,57,26.172527,-80.099446,9875726,177,2016
5.0,14,14,26.027873,-80.372682,8930780,125,2017
4.92,85,74,26.05691,-80.143168,4881621,49,2014
4.9,23,21,26.047428,-80.234454,11515559,95,2019
5.0,2,2,25.736951,-80.302365,15542095,219,2020
4.82,63,50,25.97244,-80.14195,5808865,125,2016
4.8,21,15,25.791807,-80.128564,9541863,1199,2019
5.0,10,8,25.972776,-80.141622,5808865,145,2018
4.56,9,9,25.974332,-80.142846,5808865,85,2014
5.0,4,3,25.792413,-80.128798,9541863,1199,2019
4.0,3,2,26.087348,-80.136556,10448485,33,2018
4.97,36,34,26.225393,-80.166129,175531,42,2017
0.0,2,0,26.083416,-80.1393,2447673,79,2016
5.0,32,26,25.697878,-80.402941,9854674,250,2019
4.99,110,97,26.121568,-80.264619,3995219,139,2014
4.95,86,75,26.058045,-80.142347,7267636,78,2015
5.0,8,8,25.963874,-80.361752,11377223,128,2019
4.97,112,100,26.03324,-80.115867,3441058,59,2018
5.0,13,8,26.082752,-80.137926,2447673,99,2017
5.0,13,11,25.833142,-80.330832,10019710,1199,2019
0.0,0,0,26.100642,-80.157529,10667864,190,2019
5.0,9,8,25.951201,-80.14892,4800235,89,2020
0.0,0,0,25.843327,-80.120353,475056,599,2012
4.71,19,17,26.173409,-80.100259,1452432,129,2015
5.0,15,10,32.865697,-97.427522,8048196,40,2012
4.95,21,19,32.866947,-97.425738,256806,35,2015
5.0,13,13,32.866151,-97.426989,256806,32,2012
5.0,10,8,32.866469,-97.426709,256806,20,2015
5.0,14,14,41.129865,-85.03697,4311226,130,2019
5.0,15,12,47.650478,-117.433926,9860358,36,2008
4.95,101,85,47.650871,-117.459836,4040830,52,2010
4.99,101,89,47.651663,-117.460038,4040830,95,2017
5.0,3,3,47.48557,-117.671128,3063848,64,2017
5.0,3,3,47.649158,-117.433347,9860358,49,2018
5.0,20,19,47.733141,-116.833807,8311648,99,2018
5.0,21,19,47.743208,-117.311148,10527374,49,2008
5.0,26,21,47.711278,-117.375907,7372770,63,2018
5.0,9,9,47.651145,-117.598312,14570651,81,2017
5.0,3,3,47.743096,-117.310848,10527374,279,2016
0.0,1,0,47.393667,-116.913946,14431771,200,2016
4.99,72,68,47.651653,-117.458784,4040830,60,2008
4.8,7,5,47.642778,-117.344964,11287791,80,2011
0.0,0,0,47.713864,-117.39978,1604642,140,2020
5.0,19,19,47.67509,-117.432901,9923599,47,2016
4.94,18,17,47.679756,-117.304242,8504432,38,2014
5.0,8,6,47.680899,-117.303826,8504432,38,2011
5.0,3,3,44.522797,-88.077165,14757047,48,2016
4.83,9,6,36.122292,-79.887575,12961617,34,2015
4.75,8,8,36.0512,-79.883303,15288016,32,2014
5.0,1,1,36.109883,-80.067419,4442863,36,2016
4.93,33,30,36.126508,-79.863214,9134633,45,2017
4.61,42,38,36.123932,-79.904984,6560809,27,2015
5.0,7,5,36.094305,-79.715159,7715230,45,2014
5.0,5,4,36.027076,-79.776682,6654606,140,2016
0.0,0,0,36.009052,-79.978281,9720386,75,2014
4.84,31,25,36.008383,-79.80783,1874412,50,2012
4.7,11,10,35.996497,-79.937669,5374465,30,2010
4.88,8,8,35.997493,-79.938834,5374465,30,2009
5.0,9,9,36.100646,-80.240562,14464536,48,2015
4.76,75,62,36.095296,-80.248456,8091390,49,2013
0.0,0,0,34.778959,-82.267368,15792190,52,2019
4.89,85,72,34.866107,-82.327231,8287531,60,2013
4.78,32,27,34.865755,-82.326297,8287531,48,2016
5.0,12,9,34.809538,-82.5161,10768929,150,2017
5.0,21,19,34.807432,-82.224626,10924223,38,2009
0.0,0,0,34.937171,-82.263648,15597334,85,2020
0.0,0,0,34.905488,-82.265208,15496599,80,2015
5.0,45,40,29.543178,-95.202342,5039637,99,2013
5.0,57,54,29.686872,-95.17043,7994776,120,2016
5.0,3,2,29.684742,-95.171258,7994776,85,2009
5.0,6,4,29.465291,-95.22261,2844865,35,2009
5.0,3,1,29.606214,-95.50274,10263974,199,2013
5.0,3,2,29.506902,-94.97637,183904,67,2015
5.0,4,3,29.4492,-95.067356,3078460,249,2015
5.0,7,7,29.54332,-95.20168,5039637,179,2020
4.75,5,4,29.743274,-95.770068,205890,115,2019
5.0,8,8,29.68643,-95.170914,7994776,75,2014
4.96,26,23,29.810746,-95.508476,183904,86,2017
5.0,6,4,29.744497,-95.347682,7008399,30,2016
5.0,29,24,29.537812,-95.069513,13529183,48,2016
4.41,47,32,29.671812,-95.527209,5870257,24,2007
5.0,25,19,29.683074,-95.385663,11361357,48,2015
4.44,10,9,29.752155,-95.350934,9238089,120,2016
4.96,66,52,29.574503,-95.412465,2037455,67,2012
4.79,48,43,29.575687,-95.412482,5779515,56,2018
4.2,7,5,29.506745,-95.157848,8252770,85,2015
5.0,5,4,29.746491,-95.308254,14615402,58,2011
4.91,39,32,29.650526,-95.660774,4860834,82,2014
1.5,3,2,29.621181,-95.224279,8323259,35,2014
0.0,0,0,29.744426,-95.3909,1618356,32,2013
4.94,59,49,29.745102,-95.39191,1618356,35,2011
4.8,56,50,29.555005,-95.541668,5136026,28,2013
4.74,65,50,29.727884,-95.481867,1821886,75,2011
4.88,152,129,29.555223,-95.541236,1468529,28,2016
5.0,7,6,29.649896,-95.660581,4860834,55,2016
5.0,9,8,29.774725,-95.690638,8465704,35,2018
1.0,2,1,29.746675,-95.307274,14615402,55,2011
4.92,33,25,29.536677,-95.554034,6812571,26,2009
5.0,27,23,29.738272,-95.479774,1821886,75,2012
4.0,12,9,29.704152,-95.366628,5318976,50,2015
4.9,12,10,29.554737,-95.541214,6812571,26,2011
4.82,66,57,29.535746,-95.553805,4119986,26,2011
4.89,111,93,29.536813,-95.552605,1541014,26,2011
5.0,8,7,29.703032,-95.762906,4443967,89,2016
4.92,58,49,29.766259,-95.838882,3579411,129,2017
4.79,146,116,29.72692,-95.481329,1821886,75,2008
4.94,60,51,29.554604,-95.541219,1468529,25,2010
4.92,29,26,29.53718,-95.553572,4119986,25,2010
5.0,24,19,29.728862,-95.471361,1821886,75,2011
4.83,6,6,29.767126,-95.838387,3579411,119,2014
5.0,10,9,29.775728,-95.690063,8465704,35,2020
4.83,7,6,29.536102,-95.552235,4119986,28,2015
0.0,0,0,29.779528,-95.559687,6139709,45,2016
4.91,25,22,29.555245,-95.54122,5136026,28,2014
4.95,20,19,29.554911,-95.542132,1468529,26,2011
4.82,47,38,29.554892,-95.541126,6812571,26,2011
4.62,54,42,29.701264,-95.618301,2532449,57,2016
4.94,34,31,29.537634,-95.553217,6812571,25,2009
5.0,31,29,29.554677,-95.541552,5136026,26,2009
4.95,21,19,29.536149,-95.553116,4119986,26,2013
4.98,55,44,29.53763,-95.55387,6812571,23,2006
5.0,1,1,29.86105,-95.719646,9349914,30,2016
4.82,69,55,29.536599,-95.553265,1541014,25,2010
4.91,61,54,29.535496,-95.553104,1541014,23,2008
5.0,7,7,29.740061,-95.58766,8465704,29,2019
5.0,6,6,29.775815,-95.691638,8465704,27,2019
4.84,58,45,29.702022,-95.619414,2532449,57,2019
0.0,0,0,30.336826,-95.467705,935969,61,2013
5.0,7,5,29.7289,-95.48014,1821886,48,2009
5.0,5,5,29.745875,-95.458299,1331380,65,2017
4.86,7,7,29.536327,-95.552758,1541014,25,2010
5.0,19,18,29.703037,-95.762885,4443967,62,2015
4.71,23,21,29.771998,-95.592032,9291316,54,2018
5.0,3,2,29.552217,-95.551386,3100936,199,2016
5.0,1,1,29.551451,-95.551541,3100936,275,2018
5.0,6,6,29.650736,-95.65999,4860834,40,2013
5.0,3,2,29.647709,-95.648718,2166902,45,2011
5.0,1,1,29.736439,-95.820048,4354077,75,2016
4.0,2,2,29.555318,-95.541608,1468529,26,2013
0.0,0,0,29.630458,-95.206038,3779509,42,2013
4.5,5,4,29.860459,-95.720254,9349914,30,2016
5.0,2,1,34.913666,-86.81863,11995889,251,2018
5.0,5,3,34.722396,-86.585458,3666550,44,2017
0.0,2,0,34.765554,-86.603311,9436841,30,2012
5.0,7,5,34.757135,-86.690938,11182579,99,2017
4.76,23,17,34.73897,-86.590915,11010167,44,2018
5.0,1,1,34.731649,-86.740189,9681825,200,2020
5.0,3,3,34.635667,-86.725193,13257404,68,2011
5.0,3,3,34.610931,-86.550137,13776262,38,2020
4.91,12,11,38.982457,-77.439304,9726700,60,2011
5.0,5,5,39.072427,-77.50205,1726075,73,2012
5.0,25,24,38.99859,-77.499347,11636112,90,2019
4.84,22,19,39.004263,-77.405047,449378,100,2015
5.0,18,17,38.913803,-77.500318,1410671,78,2015
5.0,9,8,38.930897,-77.239077,7442589,93,2017
4.56,33,27,38.943526,-77.403348,7142543,35,2013
5.0,5,5,39.007824,-77.439622,15461487,49,2019
4.8,11,10,38.9546,-77.383223,9439889,129,2015
0.0,0,0,38.858813,-77.356789,5306515,87,2016
4.86,80,73,39.005077,-77.405856,449378,57,2017
5.0,85,78,38.947896,-77.418401,7686658,33,2015
5.0,10,10,38.891082,-77.430408,4737093,58,2015
5.0,6,6,38.999993,-77.417976,6808805,40,2017
0.0,0,0,38.950441,-77.418914,1953568,55,2019
5.0,1,1,38.982735,-77.408464,7682338,34,2013
0.0,0,0,39.159495,-77.143216,14815505,150,2020
5.0,4,4,38.947868,-77.419451,7686658,39,2015
4.93,79,70,39.004159,-77.40485,449378,53,2017
5.0,4,4,38.920411,-77.419817,1978026,79,2020
5.0,1,1,39.016959,-77.455915,12805246,90,2014
5.0,40,35,39.049612,-77.512478,8635851,55,2019
5.0,11,10,38.947197,-77.418757,7686658,37,2014
4.96,63,57,38.946946,-77.417943,7686658,26,2010
5.0,7,6,39.365451,-77.442905,14700083,220,2020
5.0,20,17,38.946811,-77.418597,7686658,26,2012
4.85,104,92,39.003946,-77.404685,449378,75,2014
5.0,17,15,38.913416,-77.500433,1410671,94,2020
4.96,29,28,38.913331,-77.500221,1410671,43,2008
0.0,0,0,38.989269,-77.372524,15716184,60,2015
4.74,135,119,39.004285,-77.403997,449378,46,2013
5.0,1,1,39.044704,-77.397782,8810919,150,2018
0.0,1,0,38.936636,-77.545945,13741525,115,2018
5.0,1,1,38.874415,-77.42262,4442142,44,2017
5.0,1,1,38.850445,-77.444268,902124,171,2019
0.0,0,0,38.960649,-77.392943,13736780,38,2012
5.0,1,1,38.850528,-77.444783,902124,136,2019
5.0,24,21,38.875783,-77.422337,4442142,38,2016
5.0,5,3,38.95819,-77.554931,10841270,58,2012
5.0,15,13,38.87438,-77.421899,4442142,37,2017
0.0,0,0,39.056612,-77.443967,9449208,35,2014
4.75,19,16,38.875463,-77.421882,4442142,38,2010
0.0,0,0,38.959017,-77.359154,6795485,60,2011
5.0,8,7,38.929541,-77.543968,12801222,49,2015
5.0,10,9,38.860842,-77.334834,14387586,37,2013
5.0,5,4,38.875547,-77.422247,4442142,34,2014
5.0,35,31,39.049569,-77.513312,8635851,35,2018
5.0,18,18,38.87643,-77.422403,4442142,40,2020
5.0,4,3,38.860563,-77.335129,14387586,35,2013
4.7,11,10,38.929517,-77.542499,12801222,39,2014
5.0,6,4,38.860444,-77.336251,14387586,33,2014
4.96,33,24,38.916547,-77.241631,3276160,59,2013
4.92,17,13,38.861754,-77.335296,14387586,29,2009
5.0,44,40,39.110085,-77.576495,6228392,35,2010
4.83,54,35,38.916398,-77.028671,435262,42,2016
4.58,32,31,38.794913,-77.061276,2520469,34,2012
4.75,31,24,38.92253,-77.519684,5092312,35,2014
4.85,31,27,38.915714,-77.241402,3276160,39,2011
4.8,27,25,38.792584,-77.065029,2520469,30,2008
4.79,55,42,39.060651,-77.116164,3276160,35,2010
0.0,0,0,29.956267,-95.327747,7914909,78,2013
5.0,7,6,29.941352,-95.247803,7914909,108,2014
5.0,29,24,29.941628,-95.247941,7914909,52,2012
4.98,49,41,29.701562,-95.789144,282877,40,2013
4.8,10,10,29.953944,-95.328853,7914909,150,2013
5.0,20,18,30.06039,-95.521106,3163475,139,2015
5.0,43,41,29.94572,-95.251403,8893199,111,2018
4.66,199,148,29.747246,-95.366953,175408,50,2017
5.0,14,10,29.812901,-95.382839,1295079,151,2018
5.0,1,1,30.166815,-95.197037,8880852,100,2017
5.0,9,9,29.729994,-95.470363,1821886,225,2012
5.0,16,15,29.938658,-95.503783,14404700,30,2013
5.0,18,15,29.979653,-95.666075,11288597,250,2016
0.0,0,0,29.74239,-95.459068,5008285,227,2015
4.82,23,22,29.76088,-95.360051,3636469,199,2017
4.89,58,46,29.978118,-95.652379,8095143,59,2016
4.82,71,67,30.021017,-95.38328,5887443,120,2011
4.83,22,18,29.727958,-95.480595,1821886,129,2016
0.0,0,0,30.014751,-95.285736,15245144,64,2014
5.0,1,1,29.916896,-95.689361,14614990,68,2016
5.0,3,2,29.865169,-95.673319,4826169,179,2019
5.0,6,6,29.939892,-95.504306,14404700,53,2018
4.67,6,6,30.316136,-95.482818,1640251,74,2016
4.69,16,13,29.727761,-95.48051,1821886,134,2011
4.56,99,81,30.081953,-95.51353,1509509,90,2014
5.0,6,6,30.009574,-95.486252,11109982,199,2019
0.0,0,0,29.938712,-95.50321,15674386,36,2012
5.0,3,3,29.765308,-95.625622,15590505,63,2014
4.89,60,55,30.019431,-95.381066,5887443,45,2015
0.0,0,0,29.726611,-95.530274,15752022,38,2020
0.0,0,0,29.966075,-95.431423,11372697,60,2017
5.0,14,11,29.745594,-95.465064,212695,106,2012
4.85,79,72,30.019721,-95.382956,5887443,42,2012
4.87,98,87,30.01943,-95.381058,5887443,29,2010
0.0,0,0,39.20451,-76.68968,11622218,150,2015
5.0,9,5,30.006675,-95.379783,953362,58,2019
5.0,20,16,29.883712,-95.689757,6989230,44,2013
4.84,76,64,30.019797,-95.379648,5887443,39,2012
5.0,6,5,30.246392,-95.411355,11032884,44,2015
5.0,10,9,29.797432,-95.550889,3219842,75,2018
4.87,46,39,30.017949,-95.381122,5887443,42,2015
4.86,95,87,30.019478,-95.381222,5887443,29,2011
4.83,129,115,30.018172,-95.381861,5887443,29,2014
5.0,9,8,30.018566,-95.381553,5887443,45,2016
0.0,0,0,30.061631,-95.546071,8535432,199,2017
0.0,0,0,29.727263,-95.481787,1821886,126,2012
4.91,61,53,30.019429,-95.381072,5887443,32,2014
4.8,36,30,30.019536,-95.381183,5887443,39,2012
4.86,74,63,30.018876,-95.380761,5887443,29,2013
0.0,0,0,30.013329,-95.467685,37089,110,2018
5.0,13,12,29.97829,-95.508117,12798083,27,2015
4.75,78,69,30.018914,-95.380667,5887443,37,2013
4.83,27,24,30.055384,-95.389545,2152137,55,2016
4.89,32,28,30.019648,-95.380675,5887443,42,2010
4.88,18,17,30.019523,-95.381089,5887443,45,2017
4.86,45,44,30.019577,-95.381512,5887443,32,2013
5.0,9,9,30.01936,-95.381796,5887443,42,2017
4.84,62,51,29.961147,-95.440438,5342714,27,2013
4.97,38,35,30.019454,-95.380574,5887443,45,2017
5.0,2,2,29.978396,-95.507245,12798083,28,2016
4.74,102,87,30.019438,-95.381067,5887443,30,2014
4.92,30,26,30.01943,-95.381578,5887443,42,2014
4.71,10,7,30.019212,-95.382147,5887443,42,2015
4.93,78,55,29.959925,-95.439799,5342714,25,2007
4.72,27,25,30.01992,-95.381316,5887443,30,2013
5.0,2,1,29.821046,-95.483616,15289116,990,2010
5.0,4,3,29.728219,-95.466435,129912,199,2014
4.83,15,12,29.959769,-95.438891,5342714,27,2014
5.0,25,23,30.019864,-95.38125,5887443,39,2010
4.73,38,33,30.019882,-95.380701,5887443,29,2014
